HELPER ,Helper 2,NAMING CONVENTION,Inspection Task,Frequency,Unit Abb,REVIEWED COMMENTS,JB Task Assignment,Description,Measurement Type,Expected Value,Response Type
7.5FM.44VPQuarterly,7.5,7.5-FM.44VP-Quarterly,7.5-Q-FM.44VP-2,Quarterly,FM.44VP,,UBM,"General Inspection - Exterior Remove Trash from grounds, stairs, sidewalk, roof, storm drains, ventilation grates. Sweep as needed.",YesNo,Yes,Specific List
7.5FM.50VPAnnual,7.5,7.5-FM.50VP-Annual,7.5-A-FM.50VP-5,Annual,FM.50VP,,UBM, Deep Cleaning,YesNo,Yes,Specific List
7.5FM.50VPQuarterly,7.5,7.5-FM.50VP-Quarterly,7.5-Q-FM.50VP-1,Quarterly,FM.50VP,,UBM,General Inspection - Interior Remove Trash and sweep floors and stairs,YesNo,Yes,Specific List
7.5FM.50VPQuarterly,7.5,7.5-FM.50VP-Quarterly,7.5-Q-FM.50VP-2,Quarterly,FM.50VP,,UBM,"General Inspection - Exterior Remove Trash from grounds, stairs, sidewalk, roof, storm drains, ventilation grates. Sweep as needed.",YesNo,Yes,Specific List
7.5FM.55VPAnnual,7.5,7.5-FM.55VP-Annual,7.5-A-FM.55VP-3,Annual,FM.55VP,,UBM, Deep Cleaning,YesNo,Yes,Specific List
7.5FM.55VPQuarterly,7.5,7.5-FM.55VP-Quarterly,7.5-Q-FM.55VP-1,Quarterly,FM.55VP,,UBM,General Inspection - Interior Remove Trash and sweep floors and stairs,YesNo,Yes,Specific List
7.5FM.FDRVPAnnual,7.5,7.5-FM.FDRVP-Annual,7.5-A-FM.FDRVP-5,Annual,FM.FDRVP,,UBM, Deep Cleaning,YesNo,Yes,Specific List
7.5FM.FDRVPQuarterly,7.5,7.5-FM.FDRVP-Quarterly,7.5-Q-FM.FDRVP-1,Quarterly,FM.FDRVP,,UBM,General Inspection - Interior Remove Trash and sweep floors and stairs,YesNo,Yes,Specific List
7.5FM.FDRVPQuarterly,7.5,7.5-FM.FDRVP-Quarterly,7.5-Q-FM.FDRVP-2,Quarterly,FM.FDRVP,,UBM,"General Inspection - Exterior Remove Trash from grounds, stairs, sidewalk, roof, storm drains, ventilation grates. Sweep as needed.",YesNo,Yes,Specific List
7.5FM.QPVPAnnual,7.5,7.5-FM.QPVP-Annual,7.5-A-FM.QPVP-4,Annual,FM.QPVP,,UBM, Deep Cleaning,YesNo,Yes,Specific List
7.5FM.QPVPQuarterly,7.5,7.5-FM.QPVP-Quarterly,7.5-Q-FM.QPVP-1,Quarterly,FM.QPVP,,UBM,General Inspection - Interior Remove Trash and sweep floors and stairs,YesNo,Yes,Specific List
7.5FM.QPVPQuarterly,7.5,7.5-FM.QPVP-Quarterly,7.5-Q-FM.QPVP-2,Quarterly,FM.QPVP,,UBM,"General Inspection - Exterior Remove Trash from grounds, stairs, sidewalk, roof, storm drains, ventilation grates. Sweep as needed.",YesNo,Yes,Specific List
7.5FM.RIVPAnnual,7.5,7.5-FM.RIVP-Annual,7.5-A-FM.RIVP-5,Annual,FM.RIVP,,UBM, Deep Cleaning,YesNo,Yes,Specific List
7.5FM.RIVPQuarterly,7.5,7.5-FM.RIVP-Quarterly,7.5-Q-FM.RIVP-1,Quarterly,FM.RIVP,,UBM,General Inspection - Interior Remove Trash and sweep floors and stairs,YesNo,Yes,Specific List
7.5FM.RIVPQuarterly,7.5,7.5-FM.RIVP-Quarterly,7.5-Q-FM.RIVP-2,Quarterly,FM.RIVP,,UBM,"General Inspection - Exterior Remove Trash from grounds, stairs, sidewalk, roof, storm drains, ventilation grates. Sweep as needed.",YesNo,Yes,Specific List
7.5FM.VNVPAnnual,7.5,7.5-FM.VNVP-Annual,7.5-A-FM.VNVP-5,Annual,FM.VNVP,,UBM, Deep Cleaning,YesNo,Yes,Specific List
7.5FM.VNVPQuarterly,7.5,7.5-FM.VNVP-Quarterly,7.5-Q-FM.VNVP-1,Quarterly,FM.VNVP,,UBM,General Inspection - Interior Remove Trash and sweep floors and stairs,YesNo,Yes,Specific List
7.5FM.VNVPQuarterly,7.5,7.5-FM.VNVP-Quarterly,7.5-Q-FM.VNVP-2,Quarterly,FM.VNVP,,UBM,"General Inspection - Exterior Remove Trash from grounds, stairs, sidewalk, roof, storm drains, ventilation grates. Sweep as needed.",YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-1,Daily,MEZ,,UBM,DAY1:  Standard Floor Cleaning w/ floor scrubber,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-1A,Daily,MEZ,,UBM,DAY2:  Standard Floor Cleaning w/ floor scrubber,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-1AA,Daily,MEZ,,UBM,DAY28:  Standard Floor Cleaning w/ floor scrubber,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-1AB,Daily,MEZ,,UBM,DAY29:  Standard Floor Cleaning w/ floor scrubber,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-1AC,Daily,MEZ,,UBM,DAY30:  Standard Floor Cleaning w/ floor scrubber,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-1AD,Daily,MEZ,,UBM,DAY31:  Standard Floor Cleaning w/ floor scrubber,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-1B,Daily,MEZ,,UBM,DAY3:  Standard Floor Cleaning w/ floor scrubber,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-1C,Daily,MEZ,,UBM,DAY4:  Standard Floor Cleaning w/ floor scrubber,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-1D,Daily,MEZ,,UBM,DAY5:  Standard Floor Cleaning w/ floor scrubber,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-1E,Daily,MEZ,,UBM,DAY6:  Standard Floor Cleaning w/ floor scrubber,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-1F,Daily,MEZ,,UBM,DAY7:  Standard Floor Cleaning w/ floor scrubber,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-1G,Daily,MEZ,,UBM,DAY8:  Standard Floor Cleaning w/ floor scrubber,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-1H,Daily,MEZ,,UBM,DAY9:  Standard Floor Cleaning w/ floor scrubber,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-1I,Daily,MEZ,,UBM,DAY10:  Standard Floor Cleaning w/ floor scrubber,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-1J,Daily,MEZ,,UBM,DAY11:  Standard Floor Cleaning w/ floor scrubber,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-1K,Daily,MEZ,,UBM,DAY12:  Standard Floor Cleaning w/ floor scrubber,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-1L,Daily,MEZ,,UBM,DAY13:  Standard Floor Cleaning w/ floor scrubber,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-1M,Daily,MEZ,,UBM,DAY14:  Standard Floor Cleaning w/ floor scrubber,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-1N,Daily,MEZ,,UBM,DAY15:  Standard Floor Cleaning w/ floor scrubber,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-1O,Daily,MEZ,,UBM,DAY16:  Standard Floor Cleaning w/ floor scrubber,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-1P,Daily,MEZ,,UBM,DAY17:  Standard Floor Cleaning w/ floor scrubber,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-1Q,Daily,MEZ,,UBM,DAY18:  Standard Floor Cleaning w/ floor scrubber,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-1R,Daily,MEZ,,UBM,DAY19:  Standard Floor Cleaning w/ floor scrubber,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-1S,Daily,MEZ,,UBM,DAY20:  Standard Floor Cleaning w/ floor scrubber,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-1T,Daily,MEZ,,UBM,DAY21:  Standard Floor Cleaning w/ floor scrubber,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-1U,Daily,MEZ,,UBM,DAY22:  Standard Floor Cleaning w/ floor scrubber,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-1V,Daily,MEZ,,UBM,DAY23:  Standard Floor Cleaning w/ floor scrubber,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-1W,Daily,MEZ,,UBM,DAY24:  Standard Floor Cleaning w/ floor scrubber,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-1X,Daily,MEZ,,UBM,DAY25:  Standard Floor Cleaning w/ floor scrubber,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-1Y,Daily,MEZ,,UBM,DAY26:  Standard Floor Cleaning w/ floor scrubber,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-1Z,Daily,MEZ,,UBM,DAY27:  Standard Floor Cleaning w/ floor scrubber,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-2,Daily,MEZ,,UBM,DAY1:  Stair Cleaning - Sweep Stairwell,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-2A,Daily,MEZ,,UBM,DAY2:  Stair Cleaning - Sweep Stairwell,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-2AA,Daily,MEZ,,UBM,DAY28:  Stair Cleaning - Sweep Stairwell,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-2AB,Daily,MEZ,,UBM,DAY29:  Stair Cleaning - Sweep Stairwell,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-2AC,Daily,MEZ,,UBM,DAY30:  Stair Cleaning - Sweep Stairwell,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-2AD,Daily,MEZ,,UBM,DAY31:  Stair Cleaning - Sweep Stairwell,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-2B,Daily,MEZ,,UBM,DAY3:  Stair Cleaning - Sweep Stairwell,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-2C,Daily,MEZ,,UBM,DAY4:  Stair Cleaning - Sweep Stairwell,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-2D,Daily,MEZ,,UBM,DAY5:  Stair Cleaning - Sweep Stairwell,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-2E,Daily,MEZ,,UBM,DAY6:  Stair Cleaning - Sweep Stairwell,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-2F,Daily,MEZ,,UBM,DAY7:  Stair Cleaning - Sweep Stairwell,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-2G,Daily,MEZ,,UBM,DAY8:  Stair Cleaning - Sweep Stairwell,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-2H,Daily,MEZ,,UBM,DAY9:  Stair Cleaning - Sweep Stairwell,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-2I,Daily,MEZ,,UBM,DAY10:  Stair Cleaning - Sweep Stairwell,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-2J,Daily,MEZ,,UBM,DAY11:  Stair Cleaning - Sweep Stairwell,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-2K,Daily,MEZ,,UBM,DAY12:  Stair Cleaning - Sweep Stairwell,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-2L,Daily,MEZ,,UBM,DAY13:  Stair Cleaning - Sweep Stairwell,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-2M,Daily,MEZ,,UBM,DAY14:  Stair Cleaning - Sweep Stairwell,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-2N,Daily,MEZ,,UBM,DAY15:  Stair Cleaning - Sweep Stairwell,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-2O,Daily,MEZ,,UBM,DAY16:  Stair Cleaning - Sweep Stairwell,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-2P,Daily,MEZ,,UBM,DAY17:  Stair Cleaning - Sweep Stairwell,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-2Q,Daily,MEZ,,UBM,DAY18:  Stair Cleaning - Sweep Stairwell,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-2R,Daily,MEZ,,UBM,DAY19:  Stair Cleaning - Sweep Stairwell,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-2S,Daily,MEZ,,UBM,DAY20:  Stair Cleaning - Sweep Stairwell,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-2T,Daily,MEZ,,UBM,DAY21:  Stair Cleaning - Sweep Stairwell,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-2U,Daily,MEZ,,UBM,DAY22:  Stair Cleaning - Sweep Stairwell,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-2V,Daily,MEZ,,UBM,DAY23:  Stair Cleaning - Sweep Stairwell,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-2W,Daily,MEZ,,UBM,DAY24:  Stair Cleaning - Sweep Stairwell,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-2X,Daily,MEZ,,UBM,DAY25:  Stair Cleaning - Sweep Stairwell,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-2Y,Daily,MEZ,,UBM,DAY26:  Stair Cleaning - Sweep Stairwell,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-2Z,Daily,MEZ,,UBM,DAY27:  Stair Cleaning - Sweep Stairwell,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-3,Daily,MEZ,,UBM,DAY1:  Stair Cleaning - Sanitize Handrails,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-3A,Daily,MEZ,,UBM,DAY2:  Stair Cleaning - Sanitize Handrails,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-3AA,Daily,MEZ,,UBM,DAY28:  Stair Cleaning - Sanitize Handrails,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-3AB,Daily,MEZ,,UBM,DAY29:  Stair Cleaning - Sanitize Handrails,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-3AC,Daily,MEZ,,UBM,DAY30:  Stair Cleaning - Sanitize Handrails,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-3AD,Daily,MEZ,,UBM,DAY31:  Stair Cleaning - Sanitize Handrails,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-3B,Daily,MEZ,,UBM,DAY3:  Stair Cleaning - Sanitize Handrails,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-3C,Daily,MEZ,,UBM,DAY4:  Stair Cleaning - Sanitize Handrails,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-3D,Daily,MEZ,,UBM,DAY5:  Stair Cleaning - Sanitize Handrails,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-3E,Daily,MEZ,,UBM,DAY6:  Stair Cleaning - Sanitize Handrails,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-3F,Daily,MEZ,,UBM,DAY7:  Stair Cleaning - Sanitize Handrails,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-3G,Daily,MEZ,,UBM,DAY8:  Stair Cleaning - Sanitize Handrails,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-3H,Daily,MEZ,,UBM,DAY9:  Stair Cleaning - Sanitize Handrails,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-3I,Daily,MEZ,,UBM,DAY10:  Stair Cleaning - Sanitize Handrails,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-3J,Daily,MEZ,,UBM,DAY11:  Stair Cleaning - Sanitize Handrails,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-3K,Daily,MEZ,,UBM,DAY12:  Stair Cleaning - Sanitize Handrails,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-3L,Daily,MEZ,,UBM,DAY13:  Stair Cleaning - Sanitize Handrails,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-3M,Daily,MEZ,,UBM,DAY14:  Stair Cleaning - Sanitize Handrails,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-3N,Daily,MEZ,,UBM,DAY15:  Stair Cleaning - Sanitize Handrails,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-3O,Daily,MEZ,,UBM,DAY16:  Stair Cleaning - Sanitize Handrails,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-3P,Daily,MEZ,,UBM,DAY17:  Stair Cleaning - Sanitize Handrails,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-3Q,Daily,MEZ,,UBM,DAY18:  Stair Cleaning - Sanitize Handrails,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-3R,Daily,MEZ,,UBM,DAY19:  Stair Cleaning - Sanitize Handrails,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-3S,Daily,MEZ,,UBM,DAY20:  Stair Cleaning - Sanitize Handrails,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-3T,Daily,MEZ,,UBM,DAY21:  Stair Cleaning - Sanitize Handrails,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-3U,Daily,MEZ,,UBM,DAY22:  Stair Cleaning - Sanitize Handrails,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-3V,Daily,MEZ,,UBM,DAY23:  Stair Cleaning - Sanitize Handrails,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-3W,Daily,MEZ,,UBM,DAY24:  Stair Cleaning - Sanitize Handrails,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-3X,Daily,MEZ,,UBM,DAY25:  Stair Cleaning - Sanitize Handrails,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-3Y,Daily,MEZ,,UBM,DAY26:  Stair Cleaning - Sanitize Handrails,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-3Z,Daily,MEZ,,UBM,DAY27:  Stair Cleaning - Sanitize Handrails,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-5,Daily,MEZ,,UBM,DAY1: Inspect for Graffiti & Scratchitti. Clean & Repair Graffiti & Scratchitti as needed.,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-5A,Daily,MEZ,,UBM,DAY2: Inspect for Graffiti & Scratchitti. Clean & Repair Graffiti & Scratchitti as needed.,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-5AA,Daily,MEZ,,UBM,DAY28: Inspect for Graffiti & Scratchitti. Clean & Repair Graffiti & Scratchitti as needed.,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-5AB,Daily,MEZ,,UBM,DAY29: Inspect for Graffiti & Scratchitti. Clean & Repair Graffiti & Scratchitti as needed.,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-5AC,Daily,MEZ,,UBM,DAY30: Inspect for Graffiti & Scratchitti. Clean & Repair Graffiti & Scratchitti as needed.,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-5AD,Daily,MEZ,,UBM,DAY31: Inspect for Graffiti & Scratchitti. Clean & Repair Graffiti & Scratchitti as needed.,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-5B,Daily,MEZ,,UBM,DAY3: Inspect for Graffiti & Scratchitti. Clean & Repair Graffiti & Scratchitti as needed.,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-5C,Daily,MEZ,,UBM,DAY4: Inspect for Graffiti & Scratchitti. Clean & Repair Graffiti & Scratchitti as needed.,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-5D,Daily,MEZ,,UBM,DAY5: Inspect for Graffiti & Scratchitti. Clean & Repair Graffiti & Scratchitti as needed.,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-5E,Daily,MEZ,,UBM,DAY6: Inspect for Graffiti & Scratchitti. Clean & Repair Graffiti & Scratchitti as needed.,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-5F,Daily,MEZ,,UBM,DAY7: Inspect for Graffiti & Scratchitti. Clean & Repair Graffiti & Scratchitti as needed.,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-5G,Daily,MEZ,,UBM,DAY8: Inspect for Graffiti & Scratchitti. Clean & Repair Graffiti & Scratchitti as needed.,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-5H,Daily,MEZ,,UBM,DAY9: Inspect for Graffiti & Scratchitti. Clean & Repair Graffiti & Scratchitti as needed.,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-5I,Daily,MEZ,,UBM,DAY10: Inspect for Graffiti & Scratchitti. Clean & Repair Graffiti & Scratchitti as needed.,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-5J,Daily,MEZ,,UBM,DAY11: Inspect for Graffiti & Scratchitti. Clean & Repair Graffiti & Scratchitti as needed.,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-5K,Daily,MEZ,,UBM,DAY12: Inspect for Graffiti & Scratchitti. Clean & Repair Graffiti & Scratchitti as needed.,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-5L,Daily,MEZ,,UBM,DAY13: Inspect for Graffiti & Scratchitti. Clean & Repair Graffiti & Scratchitti as needed.,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-5M,Daily,MEZ,,UBM,DAY14: Inspect for Graffiti & Scratchitti. Clean & Repair Graffiti & Scratchitti as needed.,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-5N,Daily,MEZ,,UBM,DAY15: Inspect for Graffiti & Scratchitti. Clean & Repair Graffiti & Scratchitti as needed.,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-5O,Daily,MEZ,,UBM,DAY16: Inspect for Graffiti & Scratchitti. Clean & Repair Graffiti & Scratchitti as needed.,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-5P,Daily,MEZ,,UBM,DAY17: Inspect for Graffiti & Scratchitti. Clean & Repair Graffiti & Scratchitti as needed.,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-5Q,Daily,MEZ,,UBM,DAY18: Inspect for Graffiti & Scratchitti. Clean & Repair Graffiti & Scratchitti as needed.,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-5R,Daily,MEZ,,UBM,DAY19: Inspect for Graffiti & Scratchitti. Clean & Repair Graffiti & Scratchitti as needed.,YesNo,Yes,Specific List
7.4MEZDaily,7.4,7.4-MEZ-Daily,7.4-31M-MEZ-5S,Daily,MEZ,,UBM,DAY20: Inspect for Graffiti & Scratchitti. Clean & Repair Graffiti & Scratchitti as needed.,YesNo,Yes,Specific List
